account_id,snapshot_date,usage_count_last_1m,usage_duration_last_1m,error_count_last_1m,active_features_last_1m,usage_count_last_3m,usage_duration_last_3m,error_count_last_3m,active_features_last_3m,usage_count_last_6m,usage_duration_last_6m,error_count_last_6m,active_features_last_6m,usage_trend_3m,usage_trend_pct_3m,error_trend_3m,active_features_drop_3m
A-ccabf0,2024-07-31,45,11081,3,4,94,24624,7,9,138,44747,12,13,20.5,0.21578947368421053,1.0,-5
A-ccabf0,2024-08-31,15,3885,0,1,78,20706,6,7,145,45168,9,13,-16.5,-0.2088607594936709,-3.0,-6
A-ccabf0,2024-09-30,14,7644,2,1,74,22610,5,6,123,36153,9,11,-16.0,-0.21333333333333335,0.5,-5
A-ccb686,2024-03-31,33,11880,6,1,186,34620,15,6,315,75567,15,9,-43.5,-0.232620320855615,1.5,-5
A-ccb686,2024-04-30,324,127236,12,9,432,151776,18,13,579,171804,27,16,270.0,0.6235565819861432,9.0,-4
A-ccb686,2024-05-31,102,30360,18,3,459,169476,36,13,630,195636,45,18,-76.5,-0.16630434782608697,9.0,-10
A-ccb686,2024-06-30,26,3280,2,2,310,108344,22,14,434,131424,32,19,-116.0,-0.3729903536977492,-8.0,-12
A-ccb686,2024-07-31,14,8036,4,1,108,31556,18,6,396,132740,30,18,-33.0,-0.30275229357798167,-3.0,-5
A-ccb686,2024-08-31,60,7524,0,3,100,18840,6,6,406,131824,30,19,40.0,0.39603960396039606,-3.0,-3
A-ccb686,2024-09-30,100,23004,12,4,174,38564,16,8,484,146908,38,20,63.0,0.36,10.0,-4
A-ccb686,2024-10-31,62,14012,6,3,222,44540,18,10,330,76096,36,14,-18.0,-0.08071748878923767,0.0,-7
A-ccc747,2024-06-30,20,7280,4,1,54,17350,4,3,102,30292,6,6,3.0,0.05454545454545454,4.0,-2
A-ccc747,2024-07-31,16,7328,0,1,70,24678,4,4,104,34064,6,6,-11.0,-0.15492957746478872,-2.0,-3
A-ccc747,2024-08-31,25,9459,0,2,43,16763,2,4,70,24328,3,7,16.0,0.36363636363636365,-1.0,-2
A-cd458b,2024-08-31,41,10843,0,5,113,30942,3,12,198,58654,7,18,5.0,0.043859649122807015,-1.5,-7
A-cd458b,2024-09-30,32,8288,1,3,101,27760,3,10,185,55986,8,17,-2.5,-0.024509803921568627,0.0,-7
A-cdf020,2023-12-31,19,4746,0,2,30,9454,1,3,74,25020,1,7,13.5,0.43548387096774194,-0.5,-1
A-cdf020,2024-02-29,5,2355,6,1,24,7101,6,3,51,20465,7,5,-4.5,-0.18,6.0,-2
A-cdf020,2024-03-31,23,9828,0,2,28,12183,6,3,58,21637,7,5,20.5,0.7068965517241379,-3.0,-1
A-cdf020,2024-04-30,16,5596,0,2,44,17779,6,5,74,27233,7,7,2.0,0.044444444444444446,-3.0,-3
A-cdf020,2024-05-31,24,4294,0,2,63,19718,0,6,87,26819,6,9,4.5,0.0703125,0.0,-4
A-cdf020,2024-06-30,11,3377,0,1,51,13267,0,5,79,25450,6,8,-9.0,-0.17307692307692307,0.0,-4
A-cdf020,2024-07-31,12,6576,0,1,47,14247,0,4,91,32026,6,9,-5.5,-0.11458333333333333,0.0,-3
A-cdf020,2024-08-31,27,5693,1,3,50,15646,1,5,113,35364,1,11,15.5,0.30392156862745096,1.0,-2
A-cdf020,2024-09-30,20,10424,0,2,59,22693,1,6,110,35960,1,10,0.5,0.008333333333333333,-0.5,-4
A-cdf020,2024-10-31,12,2820,0,1,59,18937,1,6,106,33184,1,9,-11.5,-0.19166666666666668,-0.5,-5
A-ce550d,2024-11-30,52,20456,3,6,88,30147,7,9,172,59739,11,14,34.0,0.38202247191011235,1.0,-3
A-ce66f8,2023-10-31,11,3311,0,1,38,7904,0,2,128,28078,4,9,-2.5,-0.0641025641025641,0.0,-1
A-ce66f8,2023-11-30,12,5112,0,1,23,8423,0,2,128,30418,4,9,6.5,0.2708333333333333,0.0,-1
A-ce66f8,2023-12-31,22,3716,1,2,45,12139,1,4,114,26949,1,8,10.5,0.22826086956521738,1.0,-2
A-ce66f8,2024-01-31,43,10687,3,4,77,19515,4,7,115,27419,4,8,26.0,0.3333333333333333,2.5,-3
A-ce66f8,2024-02-29,25,11994,1,2,90,26397,5,8,113,34820,5,9,-7.5,-0.08241758241758242,-1.0,-6
A-ce66f8,2024-03-31,23,8595,1,2,91,31276,5,7,136,43415,6,10,-11.0,-0.11956521739130435,-1.0,-5
A-ce66f8,2024-04-30,16,7008,0,1,64,27597,2,4,141,47112,6,11,-8.0,-0.12307692307692308,-1.0,-3
A-ce66f8,2024-05-31,44,11780,0,4,83,27383,1,7,173,53780,6,14,24.5,0.2916666666666667,-0.5,-3
A-ce66f8,2024-06-30,22,4465,5,2,82,23253,5,7,173,54529,10,14,-8.0,-0.0963855421686747,5.0,-5
A-ce66f8,2024-07-31,11,4818,0,1,77,21063,5,7,141,48660,7,11,-22.0,-0.28205128205128205,-2.5,-6
A-ce66f8,2024-09-30,4,112,0,1,15,4930,0,2,97,28183,5,8,-1.5,-0.09375,0.0,-1
A-ce66f8,2024-10-31,15,811,0,2,19,923,0,3,96,21986,5,9,13.0,0.65,0.0,-1
A-ce66f8,2024-11-30,15,4675,1,2,34,5598,1,4,67,14881,6,6,5.5,0.15714285714285714,1.0,-2
A-ce66f8,2024-12-31,30,6794,0,3,60,12280,1,6,75,17210,1,6,15.0,0.2459016393442623,-0.5,-3
A-cea1f0,2024-06-30,19,7595,0,2,80,27836,6,8,137,48254,13,11,-11.5,-0.1419753086419753,-3.0,-6
A-cea1f0,2024-07-31,36,13060,2,3,76,25982,5,7,151,52838,12,13,16.0,0.2077922077922078,0.5,-4
A-cea1f0,2024-08-31,21,8568,1,2,76,29223,3,7,166,60632,11,13,-6.5,-0.08441558441558442,0.0,-5
A-cea1f0,2024-09-30,9,3375,0,1,66,25003,3,6,146,52839,9,13,-19.5,-0.291044776119403,-1.5,-5
A-cea1f0,2024-10-31,34,12340,0,3,64,24283,1,6,140,50265,6,12,19.0,0.2923076923076923,-0.5,-3
A-cea1f0,2024-11-30,13,3796,0,1,56,19511,0,5,132,48734,3,11,-8.5,-0.14912280701754385,0.0,-4
A-cea1f0,2024-12-31,50,9050,0,5,97,25186,0,9,163,50189,3,13,26.5,0.27040816326530615,0.0,-4
A-ced9aa,2024-12-31,15,5065,1,2,41,11653,3,5,94,25550,8,9,2.0,0.047619047619047616,0.0,-3
A-d27f50,2024-09-30,7,3304,1,1,20,9308,2,3,56,25014,3,7,0.5,0.023809523809523808,0.5,-2
A-d27f50,2024-10-31,20,7850,2,2,27,11154,3,3,56,23918,5,7,16.5,0.5892857142857143,1.5,-1
A-d27f50,2024-11-30,27,6407,0,3,54,17561,3,5,75,26733,5,8,13.5,0.24545454545454545,-1.5,-2
A-d27f50,2024-12-31,10,3976,0,2,57,18233,2,6,77,27541,4,9,-13.5,-0.23275862068965517,-1.0,-4
A-d42431,2024-07-31,14,7000,1,1,49,24482,1,5,104,38916,2,9,-3.5,-0.07,1.0,-4
A-d42431,2024-08-31,11,77,4,1,37,13533,5,3,103,36737,6,8,-2.0,-0.05263157894736842,3.5,-2
A-d42431,2024-09-30,21,2304,1,2,46,9381,6,4,90,29833,6,9,8.5,0.18085106382978725,-1.5,-2
A-d49cc5,2024-03-31,21,3485,3,2,40,7553,3,4,107,37534,9,7,11.5,0.2804878048780488,3.0,-2
A-d4ac0e,2024-06-30,36,10964,3,4,100,29478,10,11,228,58960,20,18,4.0,0.039603960396039604,-0.5,-7
A-d4ac0e,2024-07-31,27,11099,5,3,110,34843,15,11,219,60038,23,18,-14.5,-0.13063063063063063,0.0,-8
A-d4ac0e,2024-08-31,18,4886,0,2,81,26949,8,8,164,49372,17,15,-13.5,-0.16463414634146342,-4.0,-6
A-d4ac0e,2024-09-30,8,1392,1,1,53,17377,6,6,153,46855,16,15,-14.5,-0.26851851851851855,-1.5,-5
A-d4ac0e,2024-10-31,47,10995,0,4,73,17273,1,7,183,52116,16,17,34.0,0.4594594594594595,-0.5,-3
A-d4ac0e,2024-11-30,41,15356,1,4,96,27743,2,8,177,54692,10,15,13.5,0.13917525773195877,0.5,-4
A-d4ac0e,2024-12-31,22,7640,0,2,110,33991,1,8,163,51368,7,12,-22.0,-0.1981981981981982,-0.5,-6
A-d4e0d4,2024-11-30,8,3176,1,1,19,7741,2,2,84,26788,6,8,2.5,0.125,0.5,-1
A-d4e0d4,2024-12-31,5,320,0,1,13,3496,1,2,81,23988,3,7,1.0,0.07142857142857142,-0.5,-1
A-d535f6,2024-10-31,12,3024,0,1,63,8557,5,6,122,27274,9,11,-13.5,-0.2109375,-2.5,-5
A-d5a319,2023-07-31,12,6840,0,1,80,35747,3,6,231,91255,12,16,-22.0,-0.2716049382716049,-1.5,-5
A-d5a319,2023-08-31,61,13819,2,7,101,35035,4,10,236,84731,9,18,41.0,0.4019607843137255,1.0,-3
A-d5a319,2023-09-30,14,1935,2,2,87,22594,4,9,207,73765,9,15,-22.5,-0.2556818181818182,1.0,-7
A-d5a319,2023-10-31,22,5726,0,2,97,21480,4,10,177,57227,7,15,-15.5,-0.15816326530612246,-2.0,-8
A-d5a319,2023-11-30,24,7896,4,3,60,15557,6,6,161,50592,10,15,6.0,0.09836065573770492,3.0,-3
A-d5a319,2023-12-31,9,4743,0,1,55,18365,4,6,142,40959,8,14,-14.0,-0.25,-2.0,-5
A-d5a319,2024-01-31,9,1116,2,1,42,13755,6,5,139,35235,10,14,-7.5,-0.1744186046511628,0.0,-4
A-d5a319,2024-02-29,11,2585,0,1,29,8444,2,3,89,24001,8,8,2.0,0.06666666666666667,-1.0,-2
A-d5a319,2024-04-30,8,592,1,1,19,3177,1,2,61,16932,7,7,2.5,0.125,1.0,-1
A-d5a319,2024-05-31,9,5238,0,1,17,5830,1,2,46,14274,3,5,5.0,0.2777777777777778,-0.5,-1
A-d5a319,2024-06-30,20,9476,1,2,37,15306,2,4,57,19007,4,6,11.5,0.3026315789473684,0.5,-2
A-d5a319,2024-07-31,11,3553,2,1,40,18267,3,4,59,21444,4,6,-3.5,-0.08536585365853659,1.5,-3
A-d5a319,2024-08-31,22,8302,1,2,53,21331,4,5,70,27161,5,7,6.5,0.12037037037037036,-0.5,-3
A-d5a319,2024-09-30,22,8874,2,2,55,20729,5,5,92,36035,7,9,5.5,0.09821428571428571,0.5,-3
A-d5a319,2024-10-31,68,28507,13,6,112,45683,16,9,152,63950,19,13,46.0,0.40707964601769914,11.5,-3
A-d5a319,2024-11-30,10,3260,0,1,100,40641,15,8,153,61972,19,13,-35.0,-0.3465346534653465,-7.5,-7
A-d5a319,2024-12-31,49,14702,1,5,127,46469,14,10,182,67198,19,14,10.0,0.078125,-5.5,-5
A-d62e02,2024-10-31,44,18783,7,4,54,24683,7,5,109,47880,12,10,39.0,0.7090909090909091,7.0,-1
A-d62e02,2024-11-30,17,8245,0,1,61,27028,7,5,109,47794,10,9,-5.0,-0.08064516129032258,-3.5,-4
A-d62e02,2024-12-31,38,12898,1,3,99,39926,8,8,128,55320,8,10,7.5,0.075,-2.5,-5
A-d77f4c,2023-11-30,84,19047,12,2,294,109818,15,8,561,207978,15,15,-21.0,-0.0711864406779661,10.5,-6
A-d77f4c,2023-12-31,21,4242,0,1,177,49722,12,5,510,174726,15,14,-57.0,-0.3202247191011236,-6.0,-4
A-d77f4c,2024-01-31,153,63237,0,5,258,86526,12,7,564,212628,15,13,100.5,0.38803088803088803,-6.0,-2
A-d77f4c,2024-02-29,60,12996,9,3,234,80475,9,9,528,190293,24,14,-27.0,-0.1148936170212766,9.0,-6
A-d77f4c,2024-03-31,63,25335,12,3,276,101568,21,11,453,151290,33,15,-43.5,-0.15703971119133575,7.5,-8
A-d77f4c,2024-04-30,120,33918,9,4,243,72249,30,9,501,158775,42,15,58.5,0.23975409836065573,-1.5,-5
A-d77f4c,2024-05-31,18,3654,0,1,201,62907,21,8,435,143382,30,14,-73.5,-0.36386138613861385,-10.5,-7
A-d77f4c,2024-06-30,27,7992,0,1,165,45564,9,6,441,147132,30,14,-42.0,-0.25301204819277107,-4.5,-5
A-d77f4c,2024-07-31,51,12648,6,1,96,24294,6,2,339,96543,36,11,28.5,0.29381443298969073,6.0,-1
A-d77f4c,2024-08-31,68,12728,6,3,120,26488,10,5,254,68426,24,11,42.0,0.34710743801652894,4.0,-2
A-d77f4c,2024-09-30,74,24322,2,4,176,45482,12,8,286,75858,18,12,23.0,0.12994350282485875,-3.0,-4
A-d77f4c,2024-10-31,11,1386,1,1,82,19911,5,8,114,28009,7,10,-24.5,-0.29518072289156627,-1.0,-7
A-d77f4c,2024-11-30,25,4970,2,2,73,18517,4,6,133,31761,9,10,1.0,0.013513513513513514,1.0,-4
A-d792a6,2023-03-31,28,8344,0,1,122,34286,4,4,122,34286,4,4,-19.0,-0.15447154471544716,-2.0,-3
A-d792a6,2023-04-30,14,4228,0,1,76,21354,4,3,136,38514,4,5,-17.0,-0.22077922077922077,-2.0,-2
A-d792a6,2023-05-31,36,6776,0,2,78,19348,0,4,172,45290,4,7,15.0,0.189873417721519,0.0,-2
A-d792a6,2023-06-30,96,30958,4,5,146,41962,4,7,268,76248,8,10,71.0,0.48299319727891155,4.0,-2
A-d792a6,2023-07-31,42,9572,0,2,174,47306,4,8,250,68660,8,10,-24.0,-0.13714285714285715,-2.0,-6
A-d792a6,2023-08-31,82,20198,4,4,220,60728,8,9,298,80076,8,11,13.0,0.058823529411764705,2.0,-5
A-d792a6,2023-09-30,10,1610,0,1,72,16495,2,7,145,37476,4,11,-21.0,-0.2876712328767123,-1.0,-6
A-d792a6,2023-10-31,23,4213,1,3,74,15922,3,8,161,39575,5,14,-2.5,-0.03333333333333333,0.0,-5
A-d792a6,2023-11-30,21,4195,0,3,54,10018,1,7,164,40382,5,16,4.5,0.08181818181818182,-0.5,-4
A-d792a6,2023-12-31,17,5194,4,2,61,13602,5,8,133,30097,7,13,-5.0,-0.08064516129032258,3.5,-6
A-d792a6,2024-01-31,60,17413,8,5,98,26802,12,10,172,42724,15,15,41.0,0.41414141414141414,6.0,-5
A-d792a6,2024-02-29,9,3294,0,1,86,25901,12,7,140,35919,13,13,-29.5,-0.3390804597701149,-6.0,-6
A-d792a6,2024-03-31,42,15727,1,4,111,36434,9,9,172,50036,14,16,7.5,0.06696428571428571,-3.0,-5
A-d922bf,2024-01-31,13,7761,0,1,13,7761,0,1,106,42122,1,8,13.0,0.9285714285714286,0.0,0
A-d922bf,2024-02-29,41,5590,2,3,54,13351,2,4,110,32676,3,9,34.5,0.6272727272727273,2.0,-1
A-d922bf,2024-03-31,17,4285,0,2,71,17636,2,6,106,29755,2,9,-10.0,-0.1388888888888889,-1.0,-4
A-d922bf,2024-04-30,19,4658,2,2,77,14533,4,7,90,22294,4,8,-10.0,-0.1282051282051282,1.0,-5
A-d922bf,2024-05-31,5,2630,0,1,41,11573,2,5,95,24924,4,9,-13.0,-0.30952380952380953,-1.0,-4
A-d922bf,2024-06-30,19,2470,0,2,43,9758,2,4,114,27394,4,9,7.0,0.1590909090909091,-1.0,-2
A-d922bf,2024-07-31,18,3274,0,2,42,8374,0,2,119,22907,4,8,6.0,0.13953488372093023,0.0,0
A-d922bf,2024-09-30,40,12300,0,4,58,15574,0,6,101,25332,2,8,31.0,0.5254237288135594,0.0,-2
A-d922bf,2024-10-31,19,7060,2,2,59,19360,2,6,101,27734,2,7,-1.0,-0.016666666666666666,2.0,-4
A-dcc2f0,2023-11-30,53,17421,2,4,53,17421,2,4,155,38151,3,13,53.0,0.9814814814814815,2.0,0
A-dcc2f0,2023-12-31,23,5421,0,2,76,22842,2,6,171,43082,3,12,-3.5,-0.045454545454545456,-1.0,-4
A-dcc2f0,2024-01-31,75,14634,3,5,151,37476,5,11,185,45824,5,14,37.0,0.24342105263157895,2.0,-6
A-dcc2f0,2024-02-29,60,15604,5,5,158,35659,8,12,211,53080,10,16,11.0,0.06918238993710692,3.5,-7
A-dcc2f0,2024-03-31,36,9755,1,4,171,39993,9,14,247,62835,11,20,-31.5,-0.18313953488372092,-3.0,-10
A-dcc3f1,2024-01-31,28,784,0,1,68,12482,4,4,190,32000,10,10,8.0,0.11594202898550725,-2.0,-3
A-dcc3f1,2024-03-31,24,8784,0,1,52,9568,0,2,150,27954,8,7,10.0,0.18867924528301888,0.0,-1
A-dcc3f1,2024-04-30,20,1560,6,1,44,10344,6,2,112,22826,10,6,8.0,0.17777777777777778,6.0,-1
A-dcc3f1,2024-05-31,56,18872,0,2,100,29216,6,4,158,37068,10,7,34.0,0.33663366336633666,-3.0,-2
A-dcc3f1,2024-06-30,72,14260,0,3,148,34692,6,6,200,44260,6,7,34.0,0.22818791946308725,-3.0,-3
A-dcc3f1,2024-07-31,21,2443,6,2,85,19009,6,7,107,24181,9,8,-11.0,-0.12790697674418605,6.0,-5
A-dcc3f1,2024-08-31,18,5476,0,2,75,15049,6,7,125,29657,9,9,-10.5,-0.13815789473684212,-3.0,-5
A-dcc3f1,2024-09-30,11,5786,0,1,50,13705,6,5,124,31051,9,10,-8.5,-0.16666666666666666,-3.0,-4
A-de58ca,2023-05-31,21,4758,0,2,69,18245,2,6,144,35335,9,13,-3.0,-0.04285714285714286,-1.0,-4
A-de58ca,2023-06-30,18,6882,1,2,39,11640,1,4,162,42217,10,14,7.5,0.1875,1.0,-2
A-de58ca,2023-07-31,19,8342,1,2,58,19982,2,6,174,50412,10,14,-0.5,-0.00847457627118644,0.5,-4
A-de58ca,2023-08-31,11,6204,3,1,48,21428,5,5,117,39673,7,10,-7.5,-0.15306122448979592,2.0,-4
A-de58ca,2023-09-30,6,1362,3,1,36,15908,7,3,75,27548,8,7,-9.0,-0.24324324324324326,1.0,-2
A-de58ca,2023-10-31,43,14963,2,4,60,22529,8,5,118,42511,10,11,34.5,0.5655737704918032,-1.0,-1
A-de58ca,2023-11-30,61,20495,4,5,110,36820,9,9,158,58248,14,13,36.5,0.32882882882882886,1.5,-4
A-de58ca,2023-12-31,28,6018,3,3,132,41476,9,10,168,57384,16,13,-24.0,-0.18045112781954886,0.0,-7
A-de58ca,2024-01-31,24,5902,0,2,113,32415,7,10,173,54944,15,13,-20.5,-0.17982456140350878,-3.5,-8
A-de58ca,2024-02-29,12,696,0,1,64,12616,3,6,174,49436,12,14,-14.0,-0.2153846153846154,-1.5,-5
A-de58ca,2024-03-31,11,4983,0,1,47,11581,0,4,179,53057,9,13,-7.0,-0.14583333333333334,0.0,-3
A-de58ca,2024-04-30,12,2916,1,1,35,8595,1,3,148,41010,8,11,0.5,0.013888888888888888,1.0,-2
A-de58ca,2024-05-31,19,2568,1,2,42,10467,2,4,106,23083,5,10,7.5,0.1744186046511628,0.5,-2
A-de58ca,2024-06-30,18,5280,0,2,49,10764,2,5,96,22345,2,8,2.5,0.05,-1.0,-3
A-de58ca,2024-07-31,13,5144,0,2,50,12992,1,6,85,21587,2,9,-5.5,-0.10784313725490197,-0.5,-4
A-de58ca,2024-08-31,15,4137,0,2,46,14561,0,5,88,25028,2,9,-0.5,-0.010638297872340425,0.0,-3
A-de58ca,2024-09-30,9,819,0,1,37,10100,0,5,86,20864,2,9,-5.0,-0.13157894736842105,0.0,-4
A-de58ca,2024-10-31,16,296,2,2,40,5252,2,5,90,18244,3,10,4.0,0.0975609756097561,2.0,-3
A-de58ca,2024-11-30,8,96,0,1,33,1211,2,4,79,15772,2,9,-4.5,-0.1323529411764706,-1.0,-3
A-dec005,2023-11-30,28,5602,0,3,44,9000,0,5,104,30130,8,11,20.0,0.4444444444444444,0.0,-2
A-dec005,2023-12-31,10,1080,0,1,54,10080,0,6,100,25638,7,11,-12.0,-0.21818181818181817,0.0,-5
A-dec005,2024-01-31,40,14405,2,4,78,21087,2,8,105,26325,3,12,21.0,0.26582278481012656,2.0,-4
A-dec005,2024-02-29,10,4120,0,1,60,19605,2,6,104,28605,2,11,-15.0,-0.2459016393442623,-1.0,-5
A-dec005,2024-03-31,22,6272,2,2,72,24797,4,7,126,34877,4,12,-3.0,-0.0410958904109589,1.0,-5
A-dec005,2024-04-30,35,15304,5,4,67,25696,7,7,145,46783,9,14,19.0,0.27941176470588236,4.0,-3
A-dec005,2024-05-31,18,4920,0,2,75,26496,7,8,135,46101,9,14,-10.5,-0.13815789473684212,-3.5,-6
A-dec005,2024-06-30,28,8456,5,3,81,28680,10,9,153,53477,14,15,1.5,0.018292682926829267,2.5,-6
A-dec005,2024-07-31,7,2443,4,1,53,15819,9,6,120,41515,16,13,-16.0,-0.2962962962962963,1.5,-5
A-dec005,2024-08-31,34,6552,3,3,69,17451,12,7,144,43947,19,15,16.5,0.2357142857142857,-1.5,-4
A-dec005,2024-09-30,27,10341,8,3,68,19336,15,7,149,48016,25,15,6.5,0.09420289855072464,4.5,-4
A-dec005,2024-10-31,35,13497,2,3,96,30390,13,9,149,46209,22,14,4.5,0.04639175257731959,-3.5,-6
A-df10db,2023-09-30,100,30544,4,4,234,61910,10,9,454,114128,12,14,33.0,0.14042553191489363,1.0,-5
A-df10db,2023-10-31,22,4752,0,1,198,59824,10,7,372,96688,10,13,-66.0,-0.3316582914572864,-5.0,-6
A-df10db,2023-11-30,66,17918,12,3,188,53214,16,7,376,88554,22,14,5.0,0.026455026455026454,10.0,-4
A-df10db,2023-12-31,28,4326,0,2,116,26996,12,6,350,88906,22,14,-16.0,-0.13675213675213677,-6.0,-4
A-df10db,2024-01-31,44,20070,4,3,138,42314,16,8,336,102138,26,14,-3.0,-0.02158273381294964,-2.0,-5
A-df10db,2024-02-29,22,12672,0,1,94,37068,4,6,282,90282,20,13,-14.0,-0.14736842105263157,-2.0,-5
A-df10db,2024-03-31,16,2352,0,1,82,35094,4,5,198,62090,16,11,-17.0,-0.20481927710843373,-2.0,-4
A-df10db,2024-05-31,36,18186,0,3,44,19362,0,4,91,37896,2,9,32.0,0.7111111111111111,0.0,-1
A-df10db,2024-06-30,15,7875,0,1,51,26061,0,3,92,43608,2,7,-3.0,-0.057692307692307696,0.0,-2
A-df1e44,2024-04-30,22,3894,0,1,62,18854,0,3,124,44340,0,5,2.0,0.031746031746031744,0.0,-2
A-df1e44,2024-05-31,32,13340,0,2,66,21554,0,4,142,53858,0,7,15.0,0.22388059701492538,0.0,-2
A-df1e44,2024-06-30,36,8208,2,2,90,25442,2,5,146,46930,2,8,9.0,0.0989010989010989,2.0,-3
A-df1e44,2024-07-31,32,9916,4,2,100,31464,6,5,162,50318,6,8,-2.0,-0.019801980198019802,3.0,-3
A-df1e44,2024-08-31,44,11550,0,2,112,29674,6,4,178,51228,6,8,10.0,0.08849557522123894,-3.0,-2
A-df1e44,2024-09-30,16,5952,2,1,92,27418,6,4,182,52860,8,8,-22.0,-0.23655913978494625,0.0,-3
A-dfbd31,2024-01-31,49,19142,1,4,60,21716,3,5,161,49156,7,12,43.5,0.7131147540983607,0.0,-1
A-dfbd31,2024-02-29,16,6764,0,2,76,28480,3,5,131,37204,4,9,-14.0,-0.18181818181818182,-1.5,-3
A-dfbd31,2024-03-31,38,11413,0,3,103,37319,1,7,148,45460,4,11,5.5,0.052884615384615384,-0.5,-4
A-dfbd31,2024-04-30,18,9620,0,2,72,27797,0,6,132,49513,3,9,-9.0,-0.1232876712328767,0.0,-4
A-dfbd31,2024-06-30,18,7956,0,1,36,17576,0,3,139,54895,1,9,9.0,0.24324324324324326,0.0,-2
A-dfbd31,2024-07-31,11,2376,0,1,29,10332,0,1,101,38129,0,7,2.0,0.06666666666666667,0.0,0
A-dfbd31,2024-08-31,34,5358,0,2,63,15690,0,3,119,36723,0,7,19.5,0.3046875,0.0,-1
A-dfbd31,2024-09-30,75,17024,5,5,120,24758,5,7,156,42334,5,9,52.5,0.43388429752066116,5.0,-2
A-dfbd31,2024-10-31,24,12777,2,3,133,35159,7,7,162,45491,7,8,-30.5,-0.22761194029850745,-0.5,-4
A-e08cd3,2024-10-31,27,8802,1,3,27,8802,1,3,47,17497,3,5,27.0,0.9642857142857143,1.0,0
A-e1462e,2023-06-30,24,9168,6,1,32,11888,10,2,174,58938,20,7,20.0,0.6060606060606061,4.0,-1
A-e1462e,2023-08-31,78,23052,4,4,102,32220,10,5,184,62568,22,8,66.0,0.6407766990291263,1.0,-1
A-e1462e,2023-11-30,19,4617,2,2,19,4617,2,2,70,20727,7,7,19.0,0.95,2.0,0
A-e1462e,2023-12-31,10,320,0,1,29,4937,2,3,68,16463,4,7,0.5,0.016666666666666666,-1.0,-2
A-e1462e,2024-02-29,39,16440,0,3,49,16760,0,4,68,21377,2,6,34.0,0.68,0.0,-1
A-e1462e,2024-03-31,11,5522,0,1,50,21962,0,3,79,26899,2,6,-8.5,-0.16666666666666666,0.0,-2
A-e1462e,2024-04-30,40,6768,2,4,90,28730,2,7,119,33667,4,10,15.0,0.16483516483516483,2.0,-3
A-e1462e,2024-05-31,10,2440,0,1,61,14730,2,6,110,31490,2,9,-15.5,-0.25,-1.0,-5
A-e1462e,2024-06-30,17,6535,3,2,67,15743,5,7,117,37705,5,10,-8.0,-0.11764705882352941,2.0,-5
A-e1462e,2024-07-31,19,5166,0,1,46,14141,3,4,136,42871,5,11,5.5,0.11702127659574468,-1.5,-3
A-e1462e,2024-08-31,19,3381,2,2,55,15082,5,5,116,29812,7,11,1.0,0.017857142857142856,0.5,-3
A-e1462e,2024-09-30,11,2497,0,1,49,11044,2,4,116,26787,7,10,-8.0,-0.16,-1.0,-3
A-e1462e,2024-10-31,21,2506,1,2,51,8384,3,5,97,22525,6,9,6.0,0.11538461538461539,0.0,-3
A-e1462e,2024-11-30,5,910,0,1,37,5913,1,4,92,20995,6,9,-11.0,-0.2894736842105263,-0.5,-3
A-e19ff6,2023-09-30,78,21159,12,2,312,78351,24,9,408,103098,33,13,-39.0,-0.12460063897763578,6.0,-7
A-e19ff6,2023-10-31,66,34926,0,2,327,106317,21,9,420,132240,30,13,-64.5,-0.19664634146341464,-10.5,-7
A-e19ff6,2023-11-30,69,32934,6,2,213,89019,18,6,468,154926,36,14,-3.0,-0.014018691588785047,0.0,-4
A-e19ff6,2023-12-31,78,34278,9,2,213,102138,15,5,525,180489,39,14,10.5,0.04906542056074766,6.0,-3
A-e19ff6,2024-01-31,34,6970,0,1,132,51778,10,5,350,122656,24,12,-15.0,-0.11278195488721804,-5.0,-4
A-e19ff6,2024-02-29,62,21732,2,3,148,51554,8,6,290,110900,20,8,19.0,0.12751677852348994,-1.0,-3
A-e19ff6,2024-05-31,42,11804,0,3,42,11804,0,3,116,37581,4,9,42.0,0.9767441860465116,0.0,0
A-e1b9cd,2023-04-30,49,13261,6,4,101,27876,6,9,109,30804,10,10,23.0,0.22549019607843138,6.0,-5
A-e1b9cd,2023-05-31,70,17657,2,5,133,33506,8,10,179,48461,12,14,38.5,0.2873134328358209,-1.0,-5
A-e1b9cd,2023-06-30,24,11466,0,2,143,42384,8,10,203,59927,12,16,-35.5,-0.2465277777777778,-4.0,-8
A-e1b9cd,2023-07-31,21,5777,0,2,115,34900,2,9,216,62776,8,16,-26.0,-0.22413793103448276,-1.0,-7
A-e1b9cd,2023-08-31,10,4770,1,1,55,22013,1,5,188,55519,9,13,-12.5,-0.22321428571428573,1.0,-4
A-e1b9cd,2023-09-30,90,21925,3,7,121,32472,4,10,264,74856,12,18,74.5,0.610655737704918,2.5,-3
A-e1b9cd,2023-10-31,47,12566,1,5,147,39261,5,11,262,74161,7,18,-3.0,-0.02027027027027027,-1.0,-6
A-e1b9cd,2023-11-30,31,4398,0,2,168,38889,4,10,223,60902,5,14,-37.5,-0.22189349112426035,-2.0,-8
A-e1b9cd,2023-12-31,16,4658,1,2,94,21622,2,7,215,54094,6,15,-23.0,-0.24210526315789474,0.5,-5
